n,title,author,rating,num_ratings,num_reviews,descrip,binding,edition,pages,published_on,genres
103243,"
      The Dick Francis Companion
",Jean Swanson,"
  3.83
","

  40
  ratings
","

    1
    review
","When former jockey Dick Francis turned to writing, his novels were a success right out of the gate. Now readers can learn more about his suspenseful stories and the fascinating worlds in which they take place-not only horse racing, but many others, from flying to filmmaking, from gemstones to glassblowing. Meet the man who has won three Edgar Allen Poe Awards, the title of Mystery Writers of America's Grand Master, fellowship in the Royal Society of Literature, and Malice Domestic's Lifetime Achievement Award-and add to your reading pleasure with:  �	Book-by-book synopses, little-known facts, and quotes �	Francis's stable of memorable characters-from Sid Halley to Mr. Kitchens to Professor Guggenheim �	The ""beautiful, marvelous creatures"" who run through his novels-from Admiral in Dead Cert to Zingaloo in Whip Hand �	Websites on horseracing, the many novels, and the author himself",Paperback,,224 pages,"
            Published
        July 29th 2003
         by Berkley Trade

      ","['Reference', 'Nonfiction', 'Mystery']"
103244,"
      Forfeit / Slayride
",Dick Francis,"
  4.33
","

  15
  ratings
","

    1
    review
",,Hardcover,,477 pages,"
            Published
        January 1st 1983
         by HarperCollins Publishers

      ",['Mystery']
103245,"
      Nerve
",Dick Francis,"
  4.03
","

  4,032
  ratings
","

    151
    reviews
",,Paperback,,320 pages,"
            Published
        January 3rd 2006
         by G.P. Putnam's Sons

            
              (first published 1964)
            
","['Mystery', 'Fiction', 'Thriller', 'Mystery', 'Thriller']"
103246,"
      Fix the National and Other Racing Stories
",Dick Francis,"
  0.00
","

  0
  ratings
","

    0
    reviews
",,Audio Cassette,,0 pages,"
            Published
        January 1st 1989
         by Dercum Audio

      ",[]
103247,"
      Zlateh the Goat and Other Stories
",Isaac Bashevis Singer,"
  3.92
","

  584
  ratings
","

    64
    reviews
","Nobel laureate Isaac Bashevis Singer introduces readers to the village of Chelm in this Newbery Honor Book. Chelm is a village of fools. The most famous fools—the oldest and the greatest—are the seven Elders. But there are lesser fools too: a silly irresponsible bridegroom; four sisters who mix up their feed in bed one night; a young man who imagines himself dead. Here are seven magical folktales spun by a master storyteller, that speak of fools, devils, schlemiels, and even heroes—like Zlateh the goat.The New York Times called Zlateh the Goat and Other Stories, ""beautiful stories for children, written by a master."" The New York Book Review said, ""This book is a triumph. If you have no older children on your list, buy it for yourself."" Singer's extraordinary book of folklore is illustrated by Maurice Sendak, who won a Caldecott Medal for Where the Wild Things Are.Supports the Common Core State Standards",Hardcover,,104 pages,"
            Published
        May 22nd 2001
         by HarperCollins

            
              (first published October 11th 1966)
            
","['Short', 'Fiction', 'Childrens', 'Religion']"
103248,"
      Zlateh the Goat and Other Stories
",Isaac Bashevis Singer,"
  3.92
","

  584
  ratings
","

    64
    reviews
","Chelm is a village of fools. The most famous fools - the oldest and the greatest - are the seven Elders. But there are lesser fools too: a silly irresponsible bridgegroom; four sisters who mix up their feet in bed one night; a young man who images himself dead. Here are seven magical folktales, spun by a master storyteller, that speaks of fools, devils, shlemiels, and even heroes - like Zlateh the goat.",Hardcover,,,"
            Published
        October 10th 1984
         by Turtleback Books

            
              (first published October 11th 1966)
            
","['Short', 'Fiction', 'Childrens', 'Religion']"
103249,"
      Love and Exile
",Isaac Bashevis Singer,"
  4.29
","

  176
  ratings
","

    12
    reviews
",,Paperback,,,"
            Published
        June 1st 1986
         by Daedalus Books

            
              (first published 1982)
            
","['Literature', 'Fiction', 'Philosophy', 'Literature', 'European', 'Cultural']"
103250,"
      Twice Shy
",Dick Francis,"
  3.88
","

  3,272
  ratings
","

    110
    reviews
",,Paperback,,304 pages,"
            Published
        October 5th 2004
         by G.P. Putnam's Sons

            
              (first published 1981)
            
","['Mystery', 'Fiction', 'Thriller', 'Mystery', 'Suspense']"
103251,"
      Longshot
",Dick Francis,"
  4.03
","

  4,899
  ratings
","

    175
    reviews
",,Paperback,,,"
            Published
        December 1st 1991
         by MacMillan General Books

            
              (first published 1990)
            
","['Mystery', 'Fiction', 'Thriller', 'Mystery', 'Thriller']"
103252,"
      Smokescreen Lib/E
",Dick Francis,"
  3.92
","

  2,960
  ratings
","

    117
    reviews
","Edward Lincoln is a worldwide celebrity who plays impossibly daring detectives on the big screen, but in reality he is an ordinary man currently stuck in an extraordinary spot. Nerissa, his ailing godmother, had pleaded with him to travel to South Africa to investigate whether someone was tampering with her racehorses. He could not refuse her. Once there, Lincoln is overwhelmed by autograph hounds and high suspicions. And when sudden perils cross his path and murder makes a horrific appearance, Lincoln, the actor-turned-investigator, is plunged into a plot of gold, greed, and gilded lives. He ultimately realizes that the only way to uncover the killer is to give not only the performance of his life, but a performance to save his life.",Audio CD,,5 pages,"
            Published
        September 1st 2005
         by Blackstone Publishing

            
              (first published 1972)
            
","['Mystery', 'Fiction', 'Thriller', 'Mystery', 'Thriller']"
103253,"
      Anu Navaya: Apē Kaṭṭiyē Pōtak
",Sugatapala Da Silva,"
  0.00
","

  0
  ratings
","

    0
    reviews
",,Unknown Binding,,224 pages,"
            Published
        1999
         by Taraka Prakasakayo

      ",[]
